model,concept,condition,prompt,layer,rank,token,logit,margin,matches_final
pythia-6.9b,combo_box,peak,A combo box is,25,2,one,14.008,1.3769,True
pythia-6.9b,combo_box,peak,A combo box is,25,3,the,13.972,1.3769,True
pythia-6.9b,combo_box,peak,A combo box is,25,4,used,13.125,1.3769,True
pythia-6.9b,combo_box,peak,A combo box is,26,0,a,19.383,1.821,True
pythia-6.9b,combo_box,peak,A combo box is,26,1,an,17.562,1.821,True
pythia-6.9b,combo_box,peak,A combo box is,26,2,one,15.117,1.821,True
pythia-6.9b,combo_box,peak,A combo box is,26,3,the,14.566,1.821,True
pythia-6.9b,combo_box,peak,A combo box is,26,4,used,13.91,1.821,True
pythia-6.9b,combo_box,peak,A combo box is,27,0,a,20.267,1.9502,True
pythia-6.9b,combo_box,peak,A combo box is,27,1,an,18.317,1.9502,True
pythia-6.9b,combo_box,peak,A combo box is,27,2,one,15.323,1.9502,True
pythia-6.9b,combo_box,peak,A combo box is,27,3,the,15.011,1.9502,True
pythia-6.9b,combo_box,peak,A combo box is,27,4,used,14.337,1.9502,True
pythia-6.9b,combo_box,peak,A combo box is,28,0,a,20.044,2.1772,True
pythia-6.9b,combo_box,peak,A combo box is,28,1,an,17.867,2.1772,True
pythia-6.9b,combo_box,peak,A combo box is,28,2,one,15.495,2.1772,True
pythia-6.9b,combo_box,peak,A combo box is,28,3,the,15.158,2.1772,True
pythia-6.9b,combo_box,peak,A combo box is,28,4,used,14.838,2.1772,True
pythia-6.9b,combo_box,peak,A combo box is,29,0,a,20.04,2.3416,True
pythia-6.9b,combo_box,peak,A combo box is,29,1,an,17.699,2.3416,True
pythia-6.9b,combo_box,peak,A combo box is,29,2,one,15.466,2.3416,True
pythia-6.9b,combo_box,peak,A combo box is,29,3,the,15.096,2.3416,True
pythia-6.9b,combo_box,peak,A combo box is,29,4,used,14.963,2.3416,True
pythia-6.9b,combo_box,peak,A combo box is,30,0,a,17.119,1.6133,True
pythia-6.9b,combo_box,peak,A combo box is,30,1,an,15.505,1.6133,True
pythia-6.9b,combo_box,peak,A combo box is,30,2,used,14.039,1.6133,True
pythia-6.9b,combo_box,peak,A combo box is,30,3,one,13.798,1.6133,True
pythia-6.9b,combo_box,peak,A combo box is,30,4,the,13.509,1.6133,True
pythia-6.9b,combo_box,peak,A combo box is,31,0,a,18.737,2.0653,True
pythia-6.9b,combo_box,peak,A combo box is,31,1,an,16.671,2.0653,True
pythia-6.9b,combo_box,peak,A combo box is,31,2,used,16.025,2.0653,True
pythia-6.9b,combo_box,peak,A combo box is,31,3,one,15.277,2.0653,True
pythia-6.9b,combo_box,peak,A combo box is,31,4,the,14.899,2.0653,True
pythia-6.9b,status_message,peak,A status message is,0,0,maha,9.085,2.271,False
pythia-6.9b,status_message,peak,A status message is,0,1,$[]$,6.814,2.271,False
pythia-6.9b,status_message,peak,A status message is,0,2,cryptocur,6.789,2.271,False
pythia-6.9b,status_message,peak,A status message is,0,3,practition,6.315,2.271,False
pythia-6.9b,status_message,peak,A status message is,0,4,also,6.127,2.271,False
pythia-6.9b,status_message,peak,A status message is,1,0,maha,8.821,1.5114,False
pythia-6.9b,status_message,peak,A status message is,1,1,$[]$,7.31,1.5114,False
pythia-6.9b,status_message,peak,A status message is,1,2,cryptocur,6.689,1.5114,False
pythia-6.9b,status_message,peak,A status message is,1,3,practition,6.056,1.5114,False
pythia-6.9b,status_message,peak,A status message is,1,4,supernat,5.681,1.5114,False
pythia-6.9b,status_message,peak,A status message is,2,0,maha,8.504,1.3569,False
pythia-6.9b,status_message,peak,A status message is,2,1,$[]$,7.147,1.3569,False
pythia-6.9b,status_message,peak,A status message is,2,2,cryptocur,6.768,1.3569,False
pythia-6.9b,status_message,peak,A status message is,2,3,practition,6.141,1.3569,False
pythia-6.9b,status_message,peak,A status message is,2,4,also,6.132,1.3569,False
pythia-6.9b,status_message,peak,A status message is,3,0,maha,8.301,1.4986,False
pythia-6.9b,status_message,peak,A status message is,3,1,$[]$,6.803,1.4986,False
pythia-6.9b,status_message,peak,A status message is,3,2,cryptocur,6.601,1.4986,False
pythia-6.9b,status_message,peak,A status message is,3,3,nt,6.412,1.4986,False
pythia-6.9b,status_message,peak,A status message is,3,4,also,6.33,1.4986,False
pythia-6.9b,status_message,peak,A status message is,4,0,maha,8.123,0.6858,False
pythia-6.9b,status_message,peak,A status message is,4,1,nt,7.438,0.6858,False
pythia-6.9b,status_message,peak,A status message is,4,2,rá,6.609,0.6858,False
pythia-6.9b,status_message,peak,A status message is,4,3,also,6.469,0.6858,False
pythia-6.9b,status_message,peak,A status message is,4,4,$[]$,6.186,0.6858,False
pythia-6.9b,status_message,peak,A status message is,5,0,nt,6.795,0.057,False
pythia-6.9b,status_message,peak,A status message is,5,1,maha,6.738,0.057,False
pythia-6.9b,status_message,peak,A status message is,5,2,also,6.674,0.057,False
pythia-6.9b,status_message,peak,A status message is,5,3,typically,6.11,0.057,False
pythia-6.9b,status_message,peak,A status message is,5,4,not,6.093,0.057,False
pythia-6.9b,status_message,peak,A status message is,6,0,also,7.959,0.7733,False
pythia-6.9b,status_message,peak,A status message is,6,1,usually,7.186,0.7733,False
pythia-6.9b,status_message,peak,A status message is,6,2,nt,7.098,0.7733,False
pythia-6.9b,status_message,peak,A status message is,6,3,typically,7.014,0.7733,False
pythia-6.9b,status_message,peak,A status message is,6,4,available,6.55,0.7733,False
pythia-6.9b,status_message,peak,A status message is,7,0,also,8.299,0.0551,False
pythia-6.9b,status_message,peak,A status message is,7,1,usually,8.244,0.0551,False
pythia-6.9b,status_message,peak,A status message is,7,2,generally,8.137,0.0551,False
pythia-6.9b,status_message,peak,A status message is,7,3,typically,7.741,0.0551,False
pythia-6.9b,status_message,peak,A status message is,7,4,nt,7.561,0.0551,False
pythia-6.9b,status_message,peak,A status message is,8,0,generally,8.956,0.402,False
pythia-6.9b,status_message,peak,A status message is,8,1,usually,8.554,0.402,False
pythia-6.9b,status_message,peak,A status message is,8,2,also,8.397,0.402,False
pythia-6.9b,status_message,peak,A status message is,8,3,often,8.029,0.402,False
pythia-6.9b,status_message,peak,A status message is,8,4,nt,7.847,0.402,False
pythia-6.9b,status_message,peak,A status message is,9,0,generally,9.078,0.2511,False
pythia-6.9b,status_message,peak,A status message is,9,1,usually,8.827,0.2511,False
pythia-6.9b,status_message,peak,A status message is,9,2,also,8.66,0.2511,False
pythia-6.9b,status_message,peak,A status message is,9,3,defined,8.524,0.2511,False
pythia-6.9b,status_message,peak,A status message is,9,4,nt,8.456,0.2511,False
pythia-6.9b,status_message,peak,A status message is,10,0,generally,10.183,0.776,False
pythia-6.9b,status_message,peak,A status message is,10,1,typically,9.407,0.776,False
pythia-6.9b,status_message,peak,A status message is,10,2,usually,9.34,0.776,False
pythia-6.9b,status_message,peak,A status message is,10,3,defined,9.293,0.776,False
pythia-6.9b,status_message,peak,A status message is,10,4,normally,9.077,0.776,False
pythia-6.9b,status_message,peak,A status message is,11,0,generally,10.631,0.5162,False
pythia-6.9b,status_message,peak,A status message is,11,1,defined,10.115,0.5162,False
pythia-6.9b,status_message,peak,A status message is,11,2,also,9.734,0.5162,False
pythia-6.9b,status_message,peak,A status message is,11,3,typically,9.714,0.5162,False
pythia-6.9b,status_message,peak,A status message is,11,4,usually,9.422,0.5162,False
pythia-6.9b,status_message,peak,A status message is,12,0,also,10.537,0.3118,False
pythia-6.9b,status_message,peak,A status message is,12,1,defined,10.225,0.3118,False
pythia-6.9b,status_message,peak,A status message is,12,2,generally,10.161,0.3118,False
pythia-6.9b,status_message,peak,A status message is,12,3,often,9.659,0.3118,False
pythia-6.9b,status_message,peak,A status message is,12,4,typically,9.569,0.3118,False
pythia-6.9b,status_message,peak,A status message is,13,0,an,9.909,0.052,False
pythia-6.9b,status_message,peak,A status message is,13,1,generally,9.857,0.052,False
pythia-6.9b,status_message,peak,A status message is,13,2,nt,9.815,0.052,False
pythia-6.9b,status_message,peak,A status message is,13,3,often,9.811,0.052,False
pythia-6.9b,status_message,peak,A status message is,13,4,defined,9.809,0.052,False
pythia-6.9b,status_message,peak,A status message is,14,0,an,10.782,0.0111,False
pythia-6.9b,status_message,peak,A status message is,14,1,a,10.771,0.0111,False
pythia-6.9b,status_message,peak,A status message is,14,2,typically,10.441,0.0111,False
pythia-6.9b,status_message,peak,A status message is,14,3,defined,10.288,0.0111,False
pythia-6.9b,status_message,peak,A status message is,14,4,generally,10.254,0.0111,False
pythia-6.9b,status_message,peak,A status message is,15,0,a,10.912,0.1086,True
pythia-6.9b,status_message,peak,A status message is,15,1,an,10.804,0.1086,True
pythia-6.9b,status_message,peak,A status message is,15,2,typically,9.83,0.1086,True
pythia-6.9b,status_message,peak,A status message is,15,3,often,9.789,0.1086,True
pythia-6.9b,status_message,peak,A status message is,15,4,the,9.783,0.1086,True
pythia-6.9b,status_message,peak,A status message is,16,0,an,11.244,0.1632,False
pythia-6.9b,status_message,peak,A status message is,16,1,a,11.08,0.1632,False
pythia-6.9b,status_message,peak,A status message is,16,2,the,9.9,0.1632,False
pythia-6.9b,status_message,peak,A status message is,16,3,defined,9.777,0.1632,False
pythia-6.9b,status_message,peak,A status message is,16,4,usually,9.514,0.1632,False
pythia-6.9b,status_message,peak,A status message is,17,0,a,12.673,0.824,True
pythia-6.9b,status_message,peak,A status message is,17,1,an,11.849,0.824,True
pythia-6.9b,status_message,peak,A status message is,17,2,the,10.989,0.824,True
pythia-6.9b,status_message,peak,A status message is,17,3,one,10.179,0.824,True
pythia-6.9b,status_message,peak,A status message is,17,4,,10.173,0.824,True
pythia-6.9b,status_message,peak,A status message is,18,0,a,11.961,0.7711,True
pythia-6.9b,status_message,peak,A status message is,18,1,an,11.19,0.7711,True
pythia-6.9b,status_message,peak,A status message is,18,2,the,10.151,0.7711,True
pythia-6.9b,status_message,peak,A status message is,18,3,typically,10.046,0.7711,True
pythia-6.9b,status_message,peak,A status message is,18,4,usually,9.865,0.7711,True
pythia-6.9b,status_message,peak,A status message is,19,0,a,12.121,0.4893,True
pythia-6.9b,status_message,peak,A status message is,19,1,an,11.632,0.4893,True
pythia-6.9b,status_message,peak,A status message is,19,2,the,10.393,0.4893,True
pythia-6.9b,status_message,peak,A status message is,19,3,usually,9.933,0.4893,True
pythia-6.9b,status_message,peak,A status message is,19,4,typically,9.781,0.4893,True
pythia-6.9b,status_message,peak,A status message is,20,0,a,13.285,0.5779,True
pythia-6.9b,status_message,peak,A status message is,20,1,an,12.707,0.5779,True
pythia-6.9b,status_message,peak,A status message is,20,2,the,11.026,0.5779,True
pythia-6.9b,status_message,peak,A status message is,20,3,one,10.316,0.5779,True
pythia-6.9b,status_message,peak,A status message is,20,4,usually,10.295,0.5779,True
pythia-6.9b,status_message,peak,A status message is,21,0,a,14.087,0.7011,True
pythia-6.9b,status_message,peak,A status message is,21,1,an,13.386,0.7011,True
pythia-6.9b,status_message,peak,A status message is,21,2,the,11.707,0.7011,True
pythia-6.9b,status_message,peak,A status message is,21,3,one,10.622,0.7011,True
pythia-6.9b,status_message,peak,A status message is,21,4,usually,10.576,0.7011,True
pythia-6.9b,status_message,peak,A status message is,22,0,a,14.695,1.3366,True
pythia-6.9b,status_message,peak,A status message is,22,1,an,13.359,1.3366,True
pythia-6.9b,status_message,peak,A status message is,22,2,the,11.803,1.3366,True
pythia-6.9b,status_message,peak,A status message is,22,3,sent,11.01,1.3366,True
pythia-6.9b,status_message,peak,A status message is,22,4,one,10.974,1.3366,True
pythia-6.9b,status_message,peak,A status message is,23,0,a,14.686,1.0486,True
pythia-6.9b,status_message,peak,A status message is,23,1,an,13.637,1.0486,True
pythia-6.9b,status_message,peak,A status message is,23,2,the,11.876,1.0486,True
pythia-6.9b,status_message,peak,A status message is,23,3,one,11.178,1.0486,True
pythia-6.9b,status_message,peak,A status message is,23,4,sent,11.097,1.0486,True
pythia-6.9b,status_message,peak,A status message is,24,0,a,15.49,1.3401,True
pythia-6.9b,status_message,peak,A status message is,24,1,an,14.15,1.3401,True
pythia-6.9b,status_message,peak,A status message is,24,2,the,12.392,1.3401,True
pythia-6.9b,status_message,peak,A status message is,24,3,sent,11.56,1.3401,True
pythia-6.9b,status_message,peak,A status message is,24,4,one,11.484,1.3401,True
pythia-6.9b,status_message,peak,A status message is,25,0,a,16.034,1.1778,True
pythia-6.9b,status_message,peak,A status message is,25,1,an,14.856,1.1778,True
pythia-6.9b,status_message,peak,A status message is,25,2,the,12.641,1.1778,True
pythia-6.9b,status_message,peak,A status message is,25,3,sent,11.956,1.1778,True
pythia-6.9b,status_message,peak,A status message is,25,4,not,11.8,1.1778,True
pythia-6.9b,status_message,peak,A status message is,26,0,a,16.233,1.4227,True
pythia-6.9b,status_message,peak,A status message is,26,1,an,14.811,1.4227,True
pythia-6.9b,status_message,peak,A status message is,26,2,the,12.898,1.4227,True
pythia-6.9b,status_message,peak,A status message is,26,3,sent,12.594,1.4227,True
pythia-6.9b,status_message,peak,A status message is,26,4,one,12.347,1.4227,True
pythia-6.9b,status_message,peak,A status message is,27,0,a,16.454,1.2987,True
pythia-6.9b,status_message,peak,A status message is,27,1,an,15.155,1.2987,True
pythia-6.9b,status_message,peak,A status message is,27,2,the,13.091,1.2987,True
pythia-6.9b,status_message,peak,A status message is,27,3,sent,12.711,1.2987,True
pythia-6.9b,status_message,peak,A status message is,27,4,one,12.47,1.2987,True
pythia-6.9b,status_message,peak,A status message is,28,0,a,16.292,1.8312,True
pythia-6.9b,status_message,peak,A status message is,28,1,an,14.461,1.8312,True
pythia-6.9b,status_message,peak,A status message is,28,2,the,13.033,1.8312,True
pythia-6.9b,status_message,peak,A status message is,28,3,sent,12.891,1.8312,True
pythia-6.9b,status_message,peak,A status message is,28,4,one,12.398,1.8312,True
pythia-6.9b,status_message,peak,A status message is,29,0,a,16.283,1.5858,True
pythia-6.9b,status_message,peak,A status message is,29,1,an,14.697,1.5858,True
pythia-6.9b,status_message,peak,A status message is,29,2,the,13.164,1.5858,True
pythia-6.9b,status_message,peak,A status message is,29,3,one,12.646,1.5858,True
pythia-6.9b,status_message,peak,A status message is,29,4,sent,12.394,1.5858,True
pythia-6.9b,status_message,peak,A status message is,30,0,a,14.313,0.8047,True
pythia-6.9b,status_message,peak,A status message is,30,1,an,13.509,0.8047,True
pythia-6.9b,status_message,peak,A status message is,30,2,sent,12.128,0.8047,True
pythia-6.9b,status_message,peak,A status message is,30,3,the,12.03,0.8047,True
pythia-6.9b,status_message,peak,A status message is,30,4,displayed,11.911,0.8047,True
pythia-6.9b,status_message,peak,A status message is,31,0,a,16.26,0.2134,True
pythia-6.9b,status_message,peak,A status message is,31,1,displayed,16.047,0.2134,True
pythia-6.9b,status_message,peak,A status message is,31,2,sent,15.219,0.2134,True
pythia-6.9b,status_message,peak,A status message is,31,3,an,14.823,0.2134,True
pythia-6.9b,status_message,peak,A status message is,31,4,shown,14.258,0.2134,True
